361;60;286;1653526222570;world
328;59;287;1653444694295;world
328;59;290;1653444751994;world
268;64;449;1653180075730;world
361;60;291;1653526209421;world
26;75;223;1653261512742;world
26;75;222;1653261513629;world
286;67;457;1653180141981;world
26;75;224;1653261511288;world
26;75;219;1653261516288;world
26;75;218;1653261517191;world
26;75;221;1653261514527;world
26;75;220;1653261515388;world
345;60;286;1653252562011;world
286;67;449;1653180112730;world
345;60;291;1653252287457;world
22;66;224;1653043613222;world
286;67;453;1653180133828;world
21;65;202;1653044947223;world
361;59;289;1653526222119;world
361;59;290;1653526221219;world
361;59;287;1653526220576;world
361;59;288;1653526221769;world
26;74;222;1653261513440;world
286;66;453;1653180133279;world
26;74;221;1653261514377;world
26;74;224;1653261510790;world
26;74;223;1653261512591;world
285;64;457;1653180323961;world
26;74;218;1653261517029;world
286;66;457;1653180141364;world
38;65;231;1653183511724;world
26;74;220;1653261515242;world
26;74;219;1653261516089;world
38;65;208;1653110754948;world
315;64;286;1653293968368;world
345;59;289;1653521568723;world
286;66;449;1653180112179;world
26;73;224;1653260276292;world
345;59;290;1653521568171;world
345;59;287;1653521567574;world
315;64;291;1653293971071;world
345;59;288;1653521569224;world
271;68;457;1653184257428;world
269;64;457;1653183685428;world
331;63;298;1653377089688;world
327;59;287;1653444694046;world
361;62;286;1653526224369;world
268;66;449;1653180191380;world
24;73;210;1653268500177;world
24;73;213;1653268501163;world
327;59;290;1653444751843;world
361;62;291;1653526211170;world
286;69;457;1653180142980;world
23;71;224;1653175819929;world
286;69;449;1653180114229;world
345;62;286;1653252560808;world
344;60;285;1653377003639;world
22;68;224;1653175549596;world
286;69;453;1653180134832;world
344;60;292;1653377054827;world
21;66;224;1653043612030;world
345;62;291;1653252289257;world
20;65;202;1653044946982;world
54;67;234;1653168115003;world
268;65;457;1653180180712;world
268;65;456;1653186393647;world
360;59;287;1653526139268;world
268;65;449;1653180190828;world
26;76;218;1653261517390;world
361;61;286;1653526222967;world
26;75;243;1653263534474;world
360;59;290;1653526140718;world
361;61;291;1653526209670;world
286;68;456;1653180696412;world
26;76;224;1653261511726;world
286;68;455;1653180696808;world
26;76;223;1653261512892;world
286;68;457;1653180142481;world
40;71;237;1653184265154;world
26;76;220;1653261515539;world
284;64;457;1653180323461;world
26;76;219;1653261516440;world
26;76;222;1653261513739;world
26;76;221;1653261514687;world
344;59;287;1653444780045;world
286;68;450;1653180689009;world
286;68;449;1653180113678;world
345;61;286;1653252561407;world
286;68;452;1653180690162;world
345;61;291;1653252287806;world
344;59;290;1653444769544;world
37;65;208;1653110754595;world
286;68;451;1653180689412;world
286;68;454;1653180697510;world
22;67;224;1653175169139;world
286;68;453;1653180134328;world
270;68;457;1653184257125;world
268;64;457;1653179977377;world
268;68;450;1653182685036;world
268;68;449;1653180192377;world
361;64;291;1653526210571;world
268;68;452;1653182683738;world
268;68;451;1653182684285;world
326;59;287;1653444693844;world
268;68;454;1653186413044;world
268;68;453;1653186413642;world
268;68;456;1653186392044;world
326;59;290;1653444751644;world
268;68;455;1653186412697;world
21;69;224;1653175552991;world
22;71;224;1653175831734;world
361;64;286;1653526223918;world
345;64;291;1653252288660;world
20;66;224;1653043610930;world
21;68;224;1653175551188;world
285;69;453;1653186353445;world
344;62;292;1653377056477;world
268;67;457;1653180181829;world
268;67;456;1653186392648;world
53;67;235;1653042732048;world
345;64;286;1653252556758;world
344;62;285;1653377005478;world
19;65;202;1653044946769;world
268;67;449;1653180191880;world
359;59;287;1653526139520;world
24;73;243;1653263572128;world
361;63;291;1653526210920;world
359;59;290;1653526140969;world
285;68;457;1653180698462;world
22;70;224;1653175552428;world
283;64;457;1653180323075;world
361;63;286;1653526224120;world
285;68;449;1653180661112;world
343;59;287;1653444780244;world
238;73;404;1653044960403;world
36;65;208;1653110754292;world
21;67;224;1653175169580;world
344;61;292;1653377055177;world
238;73;408;1653044961549;world
22;69;224;1653175551930;world
345;63;291;1653252288959;world
343;59;290;1653444769794;world
269;68;457;1653184256725;world
268;66;456;1653186394495;world
267;64;457;1653182708190;world
268;66;457;1653180181278;world
345;63;286;1653252556960;world
344;61;285;1653377004027;world
325;59;290;1653444751443;world
325;59;287;1653444693644;world
22;73;213;1653268492058;world
34;64;223;1653035747269;world
267;68;457;1653182656188;world
267;68;456;1653186422294;world
21;71;224;1653175831334;world
19;67;224;1653175170284;world
20;69;224;1653175555185;world
267;68;449;1653182670286;world
284;69;453;1653186357042;world
19;66;224;1653043609471;world
22;73;210;1653268495310;world
34;64;215;1653035859167;world
18;65;202;1653044946521;world
358;59;287;1653526139770;world
268;69;457;1653180182828;world
358;59;290;1653526141219;world
268;69;456;1653186391495;world
284;68;457;1653180698857;world
20;68;224;1653175554586;world
21;70;224;1653175553792;world
282;64;457;1653180321775;world
38;71;237;1653183831758;world
268;69;449;1653180192879;world
284;68;449;1653180661709;world
342;59;287;1653444780393;world
20;67;224;1653175169981;world
344;63;292;1653377056078;world
342;59;290;1653444769995;world
35;65;208;1653110752651;world
268;68;457;1653180182328;world
266;64;457;1653182708739;world
53;68;233;1653042734829;world
344;63;285;1653377004879;world
324;59;290;1653385585147;world
325;61;292;1653377085044;world
324;59;288;1653385585700;world
324;59;289;1653385585448;world
266;68;456;1653186422892;world
266;68;457;1653182655438;world
265;66;456;1653186691340;world
19;69;224;1653175556786;world
20;71;224;1653175830886;world
33;65;208;1653110752151;world
18;67;224;1653175170586;world
324;59;287;1653385586151;world
325;61;285;1653377075528;world
266;68;449;1653182671286;world
283;69;453;1653186352195;world
283;69;457;1653180799909;world
22;74;243;1653263518074;world
17;65;202;1653044946269;world
18;67;205;1653172269387;world
283;69;449;1653180793958;world
357;59;290;1653526141820;world
357;59;287;1653526140117;world
265;65;456;1653186690395;world
325;60;292;1653377084691;world
20;70;224;1653175555586;world
281;64;457;1653180321412;world
18;66;224;1653043608420;world
19;68;224;1653175556481;world
325;60;285;1653377075179;world
341;59;290;1653444770145;world
341;59;287;1653444780595;world
34;65;208;1653110752391;world
283;68;457;1653180700010;world
265;64;457;1653182710883;world
18;66;205;1653172266838;world
22;73;240;1653263131427;world
52;68;235;1653168116652;world
53;70;234;1653163307819;world
283;68;449;1653180662113;world
324;61;291;1653251791306;world
325;63;292;1653377085728;world
265;68;457;1653182654736;world
265;68;456;1653186433142;world
263;64;457;1653182711634;world
17;67;224;1653175171393;world
325;63;285;1653377076178;world
18;69;224;1653175557832;world
32;65;208;1653110751794;world
265;68;449;1653182668835;world
19;71;224;1653175830483;world
324;61;286;1653252376556;world
323;59;286;1653385580848;world
282;69;453;1653186351792;world
280;65;453;1653180158079;world
280;65;457;1653180148329;world
16;65;202;1653044945971;world
280;65;449;1653180164281;world
324;60;291;1653251790907;world
325;62;292;1653377086027;world
356;59;290;1653521484973;world
265;67;456;1653186692041;world
18;68;224;1653175557679;world
19;70;224;1653175556934;world
280;64;457;1653179935426;world
325;62;285;1653377076377;world
17;66;224;1653043607223;world
356;59;287;1653521495773;world
36;71;237;1653183831308;world
324;60;286;1653252376158;world
340;59;290;1653444770343;world
280;64;449;1653179925478;world
296;64;438;1653028683022;world
280;64;453;1653179931777;world
282;68;457;1653180700808;world
264;64;457;1653182711190;world
237;77;406;1653044294263;world
340;59;287;1653444780945;world
21;73;240;1653263131887;world
18;68;205;1653172269902;world
282;68;449;1653180662612;world
262;64;452;1653182720538;world
262;64;451;1653182714989;world
262;64;454;1653182713989;world
264;68;456;1653186432496;world
47;64;215;1653035868006;world
262;64;453;1653180060013;world
262;64;456;1653182713239;world
264;68;457;1653182654237;world
262;64;455;1653182713635;world
262;64;457;1653179990032;world
31;65;208;1653110751402;world
324;63;286;1653252377606;world
16;67;224;1653175170844;world
264;68;449;1653182668334;world
324;63;291;1653251789905;world
17;69;224;1653175558733;world
262;64;450;1653182721134;world
322;59;286;1653385580448;world
18;71;224;1653175829984;world
262;64;449;1653180064428;world
280;67;453;1653180159114;world
281;69;453;1653186351396;world
15;65;202;1653044945724;world
280;67;457;1653180149338;world
280;67;449;1653180165364;world
324;62;291;1653251790257;world
355;59;290;1653521484323;world
16;66;224;1653043604423;world
17;68;224;1653175558592;world
324;62;286;1653252377806;world
355;59;287;1653521495174;world
18;70;224;1653175557983;world
280;66;453;1653180158579;world
339;59;290;1653444770492;world
281;68;457;1653180701461;world
279;64;457;1653180463209;world
280;66;457;1653180148829;world
48;65;208;1653110758939;world
236;77;406;1653044294768;world
281;68;449;1653180663210;world
339;59;287;1653444781144;world
280;66;449;1653180164830;world
20;73;240;1653263132187;world
14;65;217;1653044931234;world
14;65;216;1653044930776;world
262;66;453;1653180204128;world
338;61;279;1653377070638;world
14;65;219;1653044929177;world
263;68;457;1653182653689;world
14;65;218;1653044930421;world
263;68;456;1653186432142;world
337;60;245;1653435851991;world
14;65;213;1653044932623;world
14;65;212;1653044932925;world
262;66;457;1653180209384;world
14;65;215;1653044931783;world
14;65;214;1653044932130;world
14;65;225;1653044921675;world
14;65;224;1653044922026;world
321;59;286;1653385580199;world
46;64;223;1653035801565;world
14;65;227;1653044916328;world
263;68;449;1653182661535;world
337;59;267;1653375122527;world
14;65;226;1653044914976;world
14;65;221;1653044922831;world
17;71;224;1653175829536;world
14;65;220;1653044930066;world
262;66;449;1653180195963;world
14;65;223;1653044922315;world
14;65;222;1653044922579;world
16;69;224;1653175559588;world
14;65;203;1653044944817;world
280;69;457;1653180150338;world
14;65;202;1653044945170;world
338;60;298;1653377092828;world
14;65;209;1653044942821;world
14;65;208;1653044943176;world
14;65;211;1653044933173;world
280;69;449;1653180166877;world
14;65;210;1653044933576;world
14;65;205;1653044944170;world
14;65;204;1653044944431;world
14;65;207;1653044943420;world
280;69;453;1653180160163;world
14;65;206;1653044943818;world
262;65;453;1653180200080;world
34;71;237;1653183830677;world
354;59;290;1653521483822;world
47;65;213;1653163789719;world
262;65;457;1653180208877;world
338;60;279;1653377070388;world
47;65;225;1653163763619;world
15;66;224;1653167249403;world
324;64;286;1653252377406;world
262;65;449;1653180195463;world
324;64;291;1653251789607;world
16;68;224;1653175559450;world
17;70;224;1653175558833;world
354;59;287;1653521494774;world
280;68;454;1653180684210;world
280;68;453;1653180159663;world
280;68;456;1653180685356;world
338;59;290;1653444771193;world
280;68;455;1653180684558;world
280;68;457;1653180149833;world
278;64;457;1653180463563;world
235;77;406;1653044295213;world
47;65;208;1653110758490;world
280;68;450;1653180682259;world
280;68;449;1653180166379;world
280;68;452;1653180683106;world
280;68;451;1653180682662;world
338;59;287;1653444781345;world
262;68;456;1653182657487;world
336;59;278;1653374876174;world
262;68;455;1653182658084;world
336;59;279;1653444776895;world
262;68;457;1653180210878;world
337;60;309;1653204906155;world
337;61;278;1653282896894;world
338;63;279;1653377071379;world
336;59;282;1653444777744;world
336;59;283;1653444777993;world
336;59;280;1653444777243;world
336;59;281;1653444777495;world
337;60;303;1653249721601;world
262;68;450;1653182663737;world
262;68;449;1653180197012;world
262;68;452;1653182660091;world
16;71;224;1653175829039;world
262;68;451;1653182660487;world
337;60;307;1653249073602;world
337;62;245;1653435853689;world
262;68;454;1653182658736;world
262;68;453;1653180205179;world
337;61;267;1653375124875;world
337;60;299;1653251317206;world
336;59;267;1653375144675;world
338;62;298;1653377094329;world
337;61;256;1653380164147;world
336;59;256;1653380190539;world
337;60;278;1653282896395;world
338;62;279;1653377071629;world
262;67;457;1653180209879;world
337;61;245;1653435852341;world
336;59;245;1653435851289;world
262;67;449;1653180196512;world
260;63;447;1653183563930;world
323;64;286;1653385778048;world
16;70;224;1653175559733;world
353;59;290;1653521483674;world
262;67;453;1653180204678;world
353;59;287;1653521494522;world
14;65;233;1653174485492;world
279;68;457;1653184249523;world
277;64;457;1653183669777;world
338;61;298;1653377093278;world
337;60;267;1653375122876;world
14;65;230;1653174486691;world
46;65;208;1653110758154;world
14;65;236;1653174484095;world
337;59;290;1653444771695;world
337;60;256;1653380163689;world
337;59;287;1653444782044;world
15;71;224;1653175816882;world
320;61;286;1653293895269;world
337;62;303;1653249723103;world
319;59;286;1653446571893;world
337;62;309;1653204907741;world
337;63;278;1653282897893;world
337;62;307;1653249075751;world
320;61;291;1653293892017;world
337;64;245;1653435853340;world
320;63;219;1653173385890;world
337;63;267;1653375124028;world
337;62;299;1653251318809;world
337;63;256;1653380165240;world
262;69;457;1653180211378;world
337;61;309;1653204906641;world
337;62;278;1653282898195;world
262;69;449;1653180197463;world
337;61;303;1653249721953;world
336;59;302;1653444764995;world
336;59;303;1653444764793;world
352;59;287;1653521490271;world
336;59;300;1653444765494;world
320;60;286;1653293894666;world
336;59;301;1653444765344;world
262;69;453;1653180206213;world
337;61;307;1653249074100;world
320;60;291;1653293891468;world
337;63;245;1653435853541;world
336;59;306;1653444764092;world
352;59;290;1653521483472;world
336;59;304;1653444764595;world
336;59;305;1653444764443;world
336;59;294;1653444766646;world
336;59;295;1653444766442;world
336;59;292;1653444767145;world
278;68;457;1653184249876;world
336;59;293;1653444766845;world
337;61;299;1653251317505;world
336;59;298;1653444765796;world
276;64;457;1653183677726;world
322;64;286;1653385777547;world
336;59;299;1653521531623;world
338;63;298;1653377094089;world
336;59;296;1653444766143;world
337;62;267;1653375124272;world
336;59;297;1653444765993;world
337;62;256;1653380165591;world
336;59;286;1653444778846;world
336;59;284;1653444778193;world
336;59;285;1653444778445;world
45;65;208;1653110757902;world
336;59;291;1653444768044;world
336;59;288;1653521341921;world
336;59;289;1653521342220;world
337;64;307;1653249075105;world
320;63;291;1653293893321;world
318;59;286;1653446571444;world
337;64;309;1653204974691;world
337;65;267;1653380850937;world
337;64;299;1653251318305;world
320;63;286;1653293896118;world
337;64;303;1653249722605;world
337;65;256;1653380867693;world
351;59;287;1653521490022;world
337;63;303;1653249722802;world
337;63;309;1653204907395;world
337;64;278;1653282897695;world
337;63;307;1653249075351;world
320;62;291;1653293893618;world
337;65;245;1653435853139;world
351;59;290;1653521483271;world
320;64;219;1653173387734;world
277;68;457;1653184250174;world
337;64;267;1653375123773;world
275;64;457;1653183678477;world
321;64;286;1653385777249;world
335;59;299;1653521521874;world
320;62;286;1653293896467;world
337;63;299;1653251318457;world
44;65;212;1653163883628;world
335;59;287;1653521343720;world
337;64;256;1653380165041;world
44;65;211;1653182670341;world
44;65;208;1653110757635;world
335;59;290;1653521345821;world
333;59;281;1653444676796;world
333;59;282;1653444677043;world
333;59;279;1653444676245;world
333;59;280;1653444676546;world
333;59;285;1653444677644;world
333;59;286;1653444678694;world
333;59;283;1653444677244;world
333;59;284;1653444677493;world
333;59;278;1653374875023;world
336;65;278;1653374871924;world
274;65;457;1653180174913;world
16;76;243;1653263507688;world
317;59;286;1653446571144;world
333;59;267;1653375143275;world
333;59;256;1653380189789;world
320;64;291;1653293892966;world
350;59;287;1653521489774;world
333;59;245;1653435850590;world
350;59;290;1653521483022;world
276;68;457;1653184251824;world
274;64;457;1653179967783;world
320;64;286;1653293895967;world
334;59;299;1653521522122;world
334;59;287;1653521343224;world
334;59;290;1653521345375;world
43;65;208;1653110757354;world
57;64;203;1653168130910;world
332;60;256;1653380160839;world
332;59;287;1653444696045;world
335;65;278;1653374872472;world
332;60;245;1653435845042;world
332;59;267;1653375133873;world
316;59;286;1653446570797;world
274;67;457;1653180175962;world
333;59;305;1653444756545;world
333;59;306;1653444756243;world
349;59;290;1653521482774;world
333;59;303;1653444757042;world
349;59;287;1653521489422;world
333;59;304;1653444756795;world
319;64;291;1653446578544;world
273;64;457;1653183688574;world
333;59;297;1653444758295;world
274;66;457;1653180175462;world
333;59;298;1653444758095;world
333;59;295;1653444758744;world
333;59;296;1653444758544;world
333;59;301;1653444757444;world
333;59;302;1653444757244;world
319;64;286;1653446576143;world
333;59;299;1653521531074;world
333;59;300;1653444757645;world
333;59;289;1653521344972;world
333;59;288;1653521344323;world
333;59;293;1653444759094;world
333;59;294;1653444758943;world
42;65;208;1653110757009;world
275;68;457;1653184252625;world
333;59;291;1653444760095;world
333;59;292;1653444759293;world
40;64;223;1653035842557;world
240;68;414;1653191688626;world
331;59;287;1653444695244;world
332;62;256;1653380162540;world
332;60;307;1653249076599;world
334;65;278;1653374874375;world
332;62;245;1653435849490;world
332;60;309;1653204535139;world
332;61;278;1653252797408;world
332;60;299;1653251313106;world
332;61;267;1653375136124;world
9;66;235;1653168061708;world
332;60;303;1653249724052;world
40;64;215;1653035864159;world
332;61;256;1653380161342;world
348;59;290;1653521482574;world
332;61;245;1653435845391;world
318;64;291;1653446578146;world
332;60;278;1653252797008;world
332;60;267;1653375134123;world
41;65;208;1653110756642;world
272;64;457;1653183687727;world
318;64;286;1653446575794;world
348;59;287;1653521489025;world
10;67;236;1653168058256;world
332;59;290;1653444753494;world
41;65;211;1653163887776;world
41;65;212;1653163888225;world
274;68;457;1653184271974;world
332;64;256;1653380162090;world
330;59;287;1653444694845;world
332;62;309;1653204550440;world
332;63;278;1653252795907;world
332;62;307;1653249078202;world
315;61;291;1653293970368;world
332;64;245;1653435848791;world
333;65;278;1653374873723;world
331;61;279;1653377719188;world
315;61;286;1653293967569;world
332;62;299;1653251314855;world
331;60;298;1653377088689;world
332;62;303;1653249725601;world
332;63;267;1653375135273;world
332;63;256;1653380162339;world
332;61;309;1653204535692;world
332;62;278;1653252796306;world
332;61;307;1653249077001;world
315;60;291;1653293969968;world
332;63;245;1653435849139;world
347;59;290;1653521482324;world
331;60;279;1653377065927;world
40;65;208;1653110756348;world
317;64;286;1653446575345;world
332;62;267;1653375135523;world
332;61;299;1653251313505;world
347;59;287;1653521487521;world
317;64;291;1653446577796;world
315;60;286;1653293966467;world
332;61;303;1653249724503;world
331;59;290;1653444752744;world
273;68;457;1653184259525;world
271;64;457;1653183687326;world
22;65;208;1653044948924;world
22;65;205;1653044947928;world
22;65;204;1653044950179;world
329;59;290;1653444752245;world
22;65;207;1653044948621;world
329;59;287;1653444694543;world
22;65;206;1653044948179;world
286;65;453;1653180130028;world
26;73;221;1653260278489;world
331;63;279;1653377067078;world
26;73;220;1653260278941;world
332;64;309;1653204976291;world
26;73;223;1653260277590;world
26;73;222;1653260278037;world
286;65;457;1653180139364;world
26;73;219;1653260279627;world
26;73;218;1653260280138;world
332;64;303;1653249725251;world
23;66;224;1653167253813;world
315;63;286;1653293968566;world
286;65;449;1653180111612;world
332;64;307;1653249077652;world
26;72;224;1653257889447;world
315;63;291;1653293971270;world
26;72;223;1653257889791;world
22;65;203;1653044949774;world
22;65;202;1653044947668;world
332;64;299;1653251314304;world
331;62;298;1653377089938;world
332;65;267;1653380851938;world
332;65;256;1653380866788;world
286;64;452;1653180327912;world
26;72;220;1653257890542;world
286;64;451;1653180328325;world
42;71;237;1653183832875;world
26;72;219;1653257901695;world
331;62;279;1653377067389;world
286;64;454;1653180326927;world
26;72;222;1653257890144;world
346;59;290;1653521482122;world
286;64;453;1653179951376;world
332;63;309;1653204550141;world
332;64;278;1653252795659;world
26;72;221;1653257900840;world
286;64;456;1653180325711;world
286;64;455;1653180326364;world
26;72;218;1653257892743;world
286;64;457;1653179944530;world
315;62;286;1653293968917;world
332;63;303;1653249725451;world
39;65;208;1653110756102;world
316;64;286;1653446574144;world
316;64;291;1653446577445;world
332;63;307;1653249077901;world
315;62;291;1653293971417;world
332;65;245;1653435848388;world
286;64;450;1653180328711;world
286;64;449;1653179907879;world
346;59;287;1653521487174;world
330;59;290;1653444752495;world
332;64;267;1653375135025;world
272;68;457;1653184259074;world
332;63;299;1653251314455;world
331;61;298;1653377089077;world
270;64;457;1653183686026;world
